"credit_card_number","gender","occupation","transaction_hour","total_transactions","total_spent","average_transaction_value","fraud_transactions"
"4119762878330989","F","Archivist","14","46","2234.83","48.583260869565216","0"
"3576144910346950","M","Engineer, civil (consulting)","14","25","879.56","35.1824","0"
"3511058278399773","F","Engineer, mining","14","20","1034.42","51.721000000000004","0"
"4079773899158","M","Cartographer","14","68","3834.9599999999996","56.39647058823529","0"
"3528407217576457","F","Warden/ranger","14","72","5272.59","73.23041666666667","0"
"4312133045694601139","M","Company secretary","14","49","3150.2","64.28979591836735","0"
"213193596103206","M","Electrical engineer","14","102","11363.22","111.40411764705881","0"
"4642255475285942","F","Surveyor, minerals","15","182","7964.4","43.76043956043956","0"
"60427851591","M","Politician's assistant","15","18","2288.3199999999997","127.12888888888887","0"
"374125201044065","M","Optician, dispensing","15","44","1930.62","43.87772727272727","0"
"4810789809665942990","F","Quantity surveyor","15","85","3502.129999999999","41.201529411764696","0"
"371226440126102","F","Race relations officer","15","134","5012.110000000001","37.40380597014926","0"
"343668971234893","F","Chiropodist","15","56","3419.37","61.06017857142857","0"
"3568255211412877","M","Biomedical engineer","15","124","6986.82","56.34532258064516","0"
"6592074504369261","F","Commercial horticulturist","15","32","2808.8399999999997","87.77624999999999","0"
"4740713119940984","F","Pensions consultant","15","46","3239.8","70.4304347826087","0"
"3540075240003197","M","Chief Strategy Officer","15","84","3256.0799999999995","38.762857142857136","0"
"3561963695236764","M","Clinical biochemist","15","69","8500.19","123.19115942028986","0"
"180031190491743","F","Surveyor, land/geomatics","15","123","12222.58","99.37056910569106","0"
"180046765320457","M","Building control surveyor","15","38","2833.13","74.55605263157895","0"
"4861310130652566408","F","Surveyor, rural practice","15","171","17377.65","101.62368421052632","0"
"4226219726886852999","F","Field trials officer","15","25","1684.52","67.3808","0"
"30343344410970","M","Copywriter, advertising","15","53","3207.8599999999997","60.525660377358484","0"
"6544734391390261","M","Community arts worker","15","96","4825.5","50.265625","0"
"30364087349027","M","Fitness centre manager","15","105","6242.859999999999","59.45580952380951","0"
"4855488158131690372","M","Agricultural consultant","15","86","9387.67","109.15895348837209","1"
"4010002218955876","F","Animator","15","93","7766.990000000001","83.51602150537636","0"
"4642894980163","M","IT trainer","15","107","5238.9","48.96168224299065","0"
"4181833256558613886","F","Surveyor, land/geomatics","15","144","6965.439999999999","48.371111111111105","0"
"4873783502705038","F","Public house manager","15","118","7734.3499999999985","65.54533898305084","0"
"3500969075198072","M","Clothing/textile technologist","15","178","13810.05","77.58455056179776","0"
"30234966027947","M","Child psychotherapist","15","165","7144.92","43.30254545454545","0"
"6011542681743618","F","Engineer, mining","15","128","5198.950000000001","40.616796875000006","1"
"4599735407877245080","F","Geochemist","15","35","1705.62","48.732","0"
"4149635823017","M","Aid worker","15","116","6831.280000000001","58.89034482758621","0"
"6506982560413523","F","Surgeon","15","66","4601.96","69.72666666666667","0"
"3534093764340240","M","Patent attorney","15","19","1751.78","92.19894736842105","1"
"3564182536169293","F","Research scientist (medical)","15","56","3368.3500000000004","60.14910714285715","0"
"30235438713303","M","Exhibition designer","15","152","10375.830000000002","68.26203947368423","0"
"213125815021702","M","Psychiatrist","15","73","3395.43","46.5127397260274","0"
"2235613922823698","F","Educational psychologist","15","122","6483.7699999999995","53.145655737704914","0"
"213161293389774","F","Teacher, primary school","16","45","2818.58","62.63511111111111","0"
"4476840372112","M","Editor, commissioning","16","126","6153.18","48.834761904761905","0"
"4239552724014407","M","Secondary school teacher","16","50","2995.5","59.91","0"
"3586008444788268","F","Osteopath","16","140","13155.530000000002","93.96807142857145","0"
"30376238035123","F","Retail merchandiser","16","43","1801.4499999999998","41.89418604651162","0"
"38295635583927","F","Warden/ranger","16","125","6448.87","51.59096","0"
"3583635130604947","F","Structural engineer","16","167","14364.9","86.01736526946108","0"
"2356276337669917","M","Paediatric nurse","16","65","4061.3300000000004","62.482000000000006","0"
"4451952084362894","M","Petroleum engineer","16","88","7874.57","89.48375","0"
"4048508450704760","F","Surveyor, mining","16","87","3610.2599999999998","41.497241379310346","0"
"6592861994408652","F","Colour technologist","16","99","4070.62","41.11737373737374","0"
"4661996144291811856","F","Operations geologist","16","40","1383.38","34.584500000000006","0"
"4384910379661778","F","Naval architect","16","57","3832.51","67.23701754385965","0"
"4181833256558613886","F","Surveyor, land/geomatics","16","142","6779.810000000001","47.74514084507043","0"
"3589255887819806","M","Press photographer","16","142","12486.18","87.93084507042254","0"
"3514865930894695","M","Naval architect","16","95","4813.780000000001","50.67136842105264","0"
"4497913965512794052","M","Hospital doctor","16","33","1537.1699999999998","46.58090909090909","0"
"4538566639857","M","Programmer, multimedia","16","47","3081.74","65.56893617021277","0"
"4186530744674","F","Technical brewer","16","56","3058.2599999999998","54.61178571428571","0"
"3528407217576457","F","Warden/ranger","16","70","8475.26","121.07514285714286","0"
"4908846471916297","F","Radiographer, therapeutic","16","184","13728.93","74.61375","0"
"4178097073221156","F","Horticulturist, commercial","16","99","10882.61","109.92535353535354","0"
"676314217768","F","Clinical research associate","16","31","2814.01","90.77451612903226","0"
"30551643947183","F","Toxicologist","16","158","11151.919999999998","70.58177215189872","0"
"38588538868506","F","Lexicographer","16","95","6293.24","66.24463157894736","0"
"4488941175228467","F","Private music teacher","16","63","6409.139999999999","101.73238095238095","0"
"2252055259910912","M","Arts development officer","16","93","10900.96","117.21462365591397","0"
"213156747557083","M","Advertising account planner","16","155","12222.730000000003","78.85632258064518","0"
"60487002085","M","Horticulturist, commercial","16","25","432.83000000000004","17.313200000000002","0"
"6517217825320610","M","Librarian, academic","16","96","4277.08","44.55291666666667","0"
"676326610042","F","Writer","16","36","2247.34","62.42611111111111","0"
"6011542681743618","F","Engineer, mining","16","124","5310.71","42.8283064516129","0"
"180014262259255","F","Exercise physiologist","16","29","1947.21","67.1451724137931","0"
"3517814635263522","M","Chartered public finance accountant","16","44","1571.7","35.720454545454544","0"
"38530489946071","F","Animal technologist","17","135","10561.760000000002","78.23525925925928","0"
"2576709887791552","M","Chartered public finance accountant","17","59","3198.43","54.21067796610169","0"
"377026671291680","F","Investment analyst","17","154","8469.08","54.99402597402597","0"
"4003989662068504","M","Radio broadcast assistant","17","147","6398.360000000001","43.526258503401365","0"
"180064817343047","F","Chartered public finance accountant","17","63","3455.8700000000003","54.85507936507937","0"
"340953839692349","M","Doctor, hospital","17","132","7264.48","55.03393939393939","0"
"341546199006537","M","Administrator, education","17","59","2160.49","36.61847457627118","0"
"4745996322265","F","Psychologist, forensic","17","179","14833.0","82.8659217877095","0"
"3520550088202337","M","Freight forwarder","17","74","4935.8099999999995","66.70013513513513","0"
"30118423745458","M","Drilling engineer","17","109","8243.539999999999","75.62880733944954","0"
"4992346398065154184","M","Audiological scientist","17","72","2837.9","39.41527777777778","0"
"6011104316292105","F","Energy engineer","17","170","7447.629999999999","43.809588235294115","0"
"5388659976630693","M","Quantity surveyor","17","60","2570.54","42.842333333333336","0"
"5456776410929288","F","Patent attorney","17","77","3509.2300000000005","45.57441558441559","0"
"375534208663984","M","Dance movement psychotherapist","17","85","9159.550000000001","107.7594117647059","0"
"3551217896304745","F","Chartered loss adjuster","17","158","10104.2","63.95063291139241","0"
"4124536010991657","F","Presenter, broadcasting","17","22","1279.2800000000002","58.149090909090916","0"
"6506116513503136","F","Sports development officer","17","144","9975.740000000002","69.27597222222224","0"
"343668971234893","F","Chiropodist","17","45","2551.86","56.708000000000006","0"
"30404291151692","F","Ambulance person","17","52","6274.45","120.6625","0"
"342952484382519","F","Comptroller","17","177","9565.29","54.04118644067797","0"
"4259996134423","F","Probation officer","17","39","1806.3700000000001","46.31717948717949","0"
"676195318214","F","Editor, film/video","17","116","4195.72","36.17","0"
"3597926034019603","M","Furniture conservator/restorer","17","60","3556.01","59.26683333333334","0"
"180068353086472","F","Therapist, horticultural","17","40","2361.5499999999997","59.03874999999999","0"
"3598014571045296","F","Manufacturing systems engineer","17","62","5042.06","81.32354838709678","0"
"2264937662466770","M","Land","18","166","11313.75","68.15512048192771","0"
"676369110710","M","Engineer, automotive","18","121","5129.66","42.39388429752066","0"
"3518669219150142","F","Hospital doctor","18","182","8048.9400000000005","44.22494505494506","0"
"4512828414983801773","F","Tree surgeon","18","169","9359.52","55.381775147929","0"
"378904938837132","F","Barrister","18","88","4424.64","50.28","0"
"6011329966782895","F","Teacher, special educational needs","18","109","8283.31","75.99366972477064","0"
"3500969075198072","M","Clothing/textile technologist","18","159","12782.04","80.39018867924528","0"
"342360239917375","F","Jewellery designer","18","25","773.9999999999999","30.959999999999994","0"
"30551643947183","F","Toxicologist","18","124","12198.68","98.37645161290322","0"
"348379466427142","M","Database administrator","18","38","1979.1499999999996","52.08289473684209","0"
"3506040590383211","M","Chief of Staff","18","54","6797.49","125.87944444444445","0"
"3525590521269779","M","Paramedic","18","136","11716.0","86.1470588235294","0"
"4681699462969","M","Journalist, newspaper","18","136","8342.54","61.34220588235295","0"
"639023984367","F","Chief Executive Officer","18","165","15228.270000000002","92.29254545454546","0"
"4873783502705038","F","Public house manager","18","113","11319.83","100.17548672566372","0"
"4561368699336875","F","Museum/gallery conservator","18","64","1585.5","24.7734375","0"
"30026790933302","M","Technical brewer","18","92","8457.349999999999","91.92771739130433","0"
"6538891242532018","F","Engineer, control and instrumentation","18","194","14410.2","74.27938144329897","0"
"345389171551808","M","Financial trader","18","107","8788.68","82.13719626168225","0"
"4988304376504","M","Building surveyor","18","79","4210.38","53.29594936708861","1"
"6595970453799027","F","Science writer","18","73","4223.25","57.852739726027394","0"
"213161293389774","F","Teacher, primary school","18","52","3055.52","58.76","0"
"6011603272871604","M","Field seismologist","18","35","2184.42","62.412","0"
"3528407217576457","F","Warden/ranger","18","55","3471.5499999999997","63.11909090909091","0"
"4997733566924489","F","Fisheries officer","18","120","8827.6","73.56333333333333","0"
"4266200684857219","M","Television/film/video producer","18","43","5377.740000000001","125.06372093023258","0"
"630412733309","F","Armed forces training and education officer","18","18","915.4700000000001","50.85944444444445","0"
"3577663406369449","M","Counselling psychologist","18","14","841.6800000000001","60.120000000000005","0"
"4358137750029944984","F","Sports administrator","18","73","3345.0099999999998","45.82205479452055","0"
"4716561796955522","F","Water engineer","18","167","6890.85","41.2625748502994","0"
"4586260469584","F","Architect","18","72","4071.08","56.54277777777778","0"
"3533177016567295","M","Dealer","18","46","2408.6000000000004","52.3608695652174","0"
"30150717898388","M","Paediatric nurse","18","56","2963.5","52.919642857142854","0"
"213175487106448","F","Physicist, medical","18","77","2773.5699999999997","36.02038961038961","0"
"4147608975828480","M","Health and safety adviser","19","81","4224.139999999999","52.14987654320987","1"
"4060579726528237","M","Theatre director","19","48","2436.39","50.758125","0"
"4997733566924489","F","Fisheries officer","19","114","7417.37","65.06464912280701","0"
"30074693890476","F","Arboriculturist","19","113","9813.06","86.8412389380531","0"
"3560797065840735","F","Film/video editor","19","154","6837.71","44.40071428571429","0"
"3583293909206278","F","Surveyor, land/geomatics","19","62","1948.2600000000002","31.423548387096776","0"
"30551643947183","F","Toxicologist","19","146","10792.35","73.92020547945205","0"
"2235613922823698","F","Educational psychologist","19","146","6556.9000000000015","44.91027397260275","0"
"3514865930894695","M","Naval architect","19","78","3771.2799999999997","48.34974358974359","0"
"30143535920989","F","Engineer, control and instrumentation","19","93","3616.04","38.88215053763441","0"
"6011388901471808","F","Mining engineer","19","86","4104.280000000001","47.72418604651163","0"
"2229378226512508","M","Occupational hygienist","19","71","6262.709999999999","88.20718309859154","0"
"577588686219","M","Public relations account executive","19","94","7300.950000000001","77.66968085106383","0"
"5388659976630693","M","Quantity surveyor","19","69","3377.13","48.94391304347826","0"
"4969856774088583","F","Advertising account planner","19","32","8140.319999999998","254.38499999999993","0"
"4328928491302401","F","Logistics and distribution manager","19","90","4960.25","55.11388888888889","1"
"30150717898388","M","Paediatric nurse","19","61","3509.7999999999997","57.53770491803278","0"
"6534628260579800","F","Claims inspector/assessor","19","206","10842.38","52.63291262135922","0"
"373905417449658","F","Phytotherapist","19","156","10680.779999999999","68.46653846153845","0"
"6011724471098086","F","Musician","19","136","10068.580000000002","74.03367647058825","0"
"375848982312810","M","Web designer","19","71","3535.12","49.79042253521126","1"
"675990301623","F","Senior tax professional/tax inspector","19","124","5475.25","44.15524193548387","0"
"4277232699798846","F","Illustrator","19","62","3079.99","49.677258064516124","0"
"36722699017270","F","Petroleum engineer","19","179","14221.24","79.44826815642458","1"
"676309913934","M","Further education lecturer","19","66","3014.7700000000004","45.67833333333334","0"
"4155021259183870","F","Research scientist (life sciences)","19","111","5297.680000000001","47.72684684684686","0"
"4633065159406313","F","Nurse, children's","19","42","2186.15","52.05119047619048","0"
"30234966027947","M","Child psychotherapist","19","158","9253.3","58.565189873417715","0"
"213136802746375","F","Civil engineer, contracting","19","17","874.75","51.455882352941174","0"
"4477156602511939689","F","Futures trader","19","64","4015.4800000000005","62.74187500000001","0"
"4067137330196900","F","Politician's assistant","19","109","3556.3900000000003","32.62743119266055","0"
"5410056176712193","M","Art therapist","19","28","887.1500000000001","31.683928571428574","0"
"4906628655840914250","M","Town planner","19","155","8821.7","56.914193548387104","0"
"5154903938030655","F","Community development worker","19","22","1586.9200000000005","72.1327272727273","0"
"6544734391390261","M","Community arts worker","19","92","5170.449999999999","56.200543478260855","0"
"4488941175228467","F","Private music teacher","19","62","3626.4599999999996","58.49129032258064","0"
"30238755902988","F","Press sub","19","185","13349.039999999997","72.15697297297295","0"
"3528407217576457","F","Warden/ranger","19","52","3903.0600000000004","75.05884615384616","0"
"2297447006766555","F","Landscape architect","19","94","4619.82","49.147021276595744","0"
"3514897282719543","M","Cytogeneticist","20","53","3266.9","61.63962264150943","0"
"2233882705243596","F","Medical physicist","20","63","2991.6200000000003","47.48603174603175","0"
"213175487106448","F","Physicist, medical","20","58","2593.5999999999995","44.71724137931034","0"
"4482427013979020","F","Building services engineer","20","77","2741.79","35.60766233766234","0"
"630423337322","F","Special educational needs teacher","20","197","12719.03","64.5636040609137","0"
"374930071163758","M","Police officer","20","154","10981.07","71.30564935064935","1"
"5104807169438134","F","Financial trader","20","61","5666.03","92.88573770491803","0"
"2356276337669917","M","Paediatric nurse","20","62","5163.5199999999995","83.28258064516129","0"
"4707867759656333","F","Psychologist, counselling","20","66","5009.38","75.89969696969698","0"
"3527536963490470","F","Social researcher","20","156","6626.360000000001","42.476666666666674","0"
"213154573301411","M","Horticultural therapist","20","41","4033.5699999999997","98.37975609756097","0"
"374821819075109","M","Exhibition designer","20","18","978.53","54.36277777777778","0"
"2297447006766555","F","Landscape architect","20","90","4445.840000000001","49.39822222222223","0"
"3531129874770000","F","Scientist, marine","20","138","9269.75","67.17210144927536","0"
"213180742685905","F","Therapist, occupational","20","90","3934.95","43.721666666666664","0"
"3517527805128735","F","Medical secretary","20","83","2702.5600000000004","32.56096385542169","0"
"676326610042","F","Writer","20","32","1522.29","47.5715625","0"
"6011504998544485","F","Materials engineer","20","173","10158.91","58.72202312138728","0"
"2305336922781618","M","Probation officer","20","70","3147.7899999999995","44.96842857142857","0"
"3524574586339330","F","Librarian, public","20","95","6364.710000000001","66.99694736842106","0"
"4957924165498","M","Network engineer","20","55","2238.8900000000003","40.707090909090915","0"
"3583635130604947","F","Structural engineer","20","181","12678.119999999999","70.04486187845303","0"
"213163860545705","M","Claims inspector/assessor","20","49","4767.91","97.30428571428571","0"
"4488941175228467","F","Private music teacher","20","58","3466.13","59.76086206896552","0"
"344709867813900","F","Environmental consultant","20","159","10817.28","68.03320754716981","0"
"370818583810103","M","General practice doctor","20","51","1976.3600000000001","38.7521568627451","0"
"30143535920989","F","Engineer, control and instrumentation","20","81","3278.2","40.471604938271604","0"
"5540636818935089","M","Geoscientist","20","136","30671.520000000008","225.52588235294124","0"
"3518234918950662","F","Systems developer","20","137","8515.07","62.153795620437954","0"
"3597337756918966","F","Insurance claims handler","20","41","2222.44","54.20585365853659","0"
"6011681934117244","F","Prison officer","20","45","2130.8799999999997","47.352888888888884","0"
"36581538659449","M","Occupational therapist","20","34","1757.9700000000003","51.705000000000005","0"
"4874017206859125","F","Planning and development surveyor","21","79","5951.669999999999","75.33759493670885","0"
"4335531783520911","F","Naval architect","21","36","3003.6","83.43333333333334","0"
"581293083266","M","Podiatrist","21","71","8647.93","121.8018309859155","0"
"4488941175228467","F","Private music teacher","21","60","5150.34","85.839","0"
"180084695172649","F","Building surveyor","21","17","1329.6399999999999","78.21411764705881","0"
"4512828414983801773","F","Tree surgeon","21","164","7733.01","47.1525","0"
"3597980945245815","M","Scientist, biomedical","21","16","928.42","58.02625","0"
"501831082224","M","Armed forces logistics/support/administrative officer","21","41","2161.62","52.72243902439024","0"
"6011893664860915","F","Water engineer","21","201","11956.69","59.48601990049752","0"
"3560725013359375","F","Cytogeneticist","21","87","4094.9399999999996","47.06827586206896","0"
"4259996134423","F","Probation officer","21","35","2029.46","57.98457142857143","0"
"4195832462863385","F","Exercise physiologist","21","17","833.23","49.01352941176471","0"
"4358137750029944984","F","Sports administrator","21","62","2093.6299999999997","33.76822580645161","0"
"561942763351","F","Prison officer","21","96","7646.84","79.65458333333333","0"
"6506982560413523","F","Surgeon","21","51","3601.42","70.61607843137256","0"
"4103158249977","M","Petroleum engineer","21","35","3810.7699999999995","108.87914285714284","0"
"30541100351706","M","Education officer, museum","21","28","1136.47","40.58821428571429","0"
"3597337756918966","F","Insurance claims handler","21","40","1988.6799999999998","49.717","0"
"5540636818935089","M","Geoscientist","21","170","8715.210000000001","51.26594117647059","0"
"213198837352314","M","Equality and diversity officer","21","20","2266.26","113.31300000000002","0"
"577588686219","M","Public relations account executive","21","115","7472.500000000001","64.97826086956522","0"
"30135235368675","F","Engineer, production","21","97","8124.030000000001","83.75288659793816","0"
"4244953610136705533","M","Licensed conveyancer","21","26","2745.0299999999997","105.5780769230769","0"
"30074693890476","F","Arboriculturist","21","120","9159.01","76.32508333333334","0"
"3575789281659026","F","Electronics engineer","21","185","7541.240000000002","40.76345945945947","0"
"3533742182628021","M","Materials engineer","22","170","6983.23","41.07782352941176","1"
"6569097840281287","M","Scientist, marine","22","17","4627.58","272.2105882352941","4"
"5456776410929288","F","Patent attorney","22","84","4415.22","52.56214285714286","0"
"4861310130652566408","F","Surveyor, rural practice","22","126","9808.029999999999","77.84150793650792","0"
"4836998673805450","F","Trade mark attorney","22","179","11052.27","61.74452513966481","0"
"2450829271795901","M","Hydrographic surveyor","22","84","7613.62","90.63833333333334","3"
"4826655832045236","F","Counselling psychologist","22","82","5481.74","66.85048780487804","1"
"6511349151405438","M","Interpreter","22","60","2589.62","43.160333333333334","0"
"4841313716651064","M","Development worker, community","22","114","15980.5","140.1798245614035","4"
"2233882705243596","F","Medical physicist","22","59","4973.9800000000005","84.30474576271187","3"
"4658117080136","M","IT consultant","22","78","4130.53","52.955512820512816","2"
"2706977570537524","M","Accounting technician","22","75","9766.01","130.21346666666668","2"
"676195318214","F","Editor, film/video","22","125","8205.9","65.6472","0"
"4099707841315751","M","Designer, ceramics/pottery","22","174","15448.800000000001","88.78620689655173","3"
"675990301623","F","Senior tax professional/tax inspector","22","117","5283.17","45.155299145299146","4"
"4110266553600176127","F","Education officer, community","22","31","755.46","24.36967741935484","2"
"379897244598068","M","Stage manager","22","34","2349.8799999999997","69.11411764705882","0"
"4040099974063068803","M","Administrator","22","64","5259.740000000001","82.18343750000001","1"
"2712209726293386","F","Designer, furniture","22","189","11461.39","60.64227513227513","0"
"3535808924394848","M","Radio broadcast assistant","22","64","5678.9800000000005","88.73406250000001","0"
"2512312531485080","M","Producer, radio","22","26","4436.620000000001","170.6392307692308","4"
"3564182536169293","F","Research scientist (medical)","22","41","1981.6399999999999","48.332682926829264","0"
"5540636818935089","M","Geoscientist","22","161","16383.220000000001","101.75913043478262","4"
"213199865312311","M","Pensions consultant","22","57","2644.1","46.387719298245614","0"
"6538891242532018","F","Engineer, control and instrumentation","22","165","11329.46","68.66339393939393","0"
"373213026644490","M","Comptroller","22","39","2668.16","68.41435897435898","1"
"676298633337","F","Chief Executive Officer","22","82","3579.52","43.65268292682927","4"
"4482427013979020","F","Building services engineer","22","53","4168.290000000001","78.64698113207548","2"
"4342532437704183","M","Further education lecturer","22","100","6190.48","61.904799999999994","2"
"4607072969078276","F","Amenity horticulturist","22","101","4019.31","39.79514851485148","0"
"4610050989831291","M","Garment/textile technologist","22","71","8670.7","122.12253521126762","4"
"4646845581490336108","F","Film/video editor","22","154","12759.039999999999","82.85090909090908","0"
"2576709887791552","M","Chartered public finance accountant","22","52","3109.0800000000004","59.790000000000006","0"
"3541554378551366","F","Accounting technician","22","16","2142.55","133.909375","1"
"30042378430132","M","Tour manager","23","31","1148.0200000000002","37.03290322580646","0"
"2657850734909997","M","Trading standards officer","23","28","1401.57","50.05607142857143","0"
"4670613943676271","F","Fitness centre manager","23","35","4727.66","135.076","4"
"30175986190993","F","Applications developer","23","81","5203.38","64.23925925925926","2"
"213126662687660","M","Video editor","23","86","4343.06","50.50069767441861","0"
"6011109736646996","F","English as a second language teacher","23","177","15276.599999999999","86.30847457627118","1"
"4822367783500458","M","Exercise physiologist","23","65","4681.76","72.02707692307693","1"
"341542810616333","M","Colour technologist","23","48","1900.6599999999999","39.59708333333333","0"
"3559679414981506","F","Theme park manager","23","88","4736.33","53.82193181818182","0"
"583699482621","F","Engineer, civil (contracting)","23","51","2763.57","54.18764705882353","0"
"6011492816282597","M","Financial adviser","23","97","4063.3499999999995","41.890206185567","0"
"30029052116970","M","Metallurgist","23","113","6352.56","56.21734513274337","0"
"3575789281659026","F","Electronics engineer","23","188","7891.21","41.974521276595745","3"
"30518206766474","F","Aeronautical engineer","23","65","2897.4900000000002","44.57676923076924","2"
"4998109455173950","F","Counsellor","23","113","8253.810000000001","73.04256637168143","0"
"4500002361389","M","Music tutor","23","84","6729.209999999999","80.10964285714284","4"
"3559723917628303","M","Outdoor activities/education manager","23","56","7687.23","137.2719642857143","4"
"2720830304681674","F","Pathologist","23","67","4843.410000000001","72.28970149253732","0"
"347612609554823","M","Lexicographer","23","39","2631.54","67.47538461538461","3"
"3541687240161491","M","Engineer, structural","23","23","2111.19","91.79086956521739","2"
"630423337322","F","Special educational needs teacher","0","75","5300.08","70.66773333333333","0"
"30199621383748","F","Sub","0","59","6227.96","105.5586440677966","0"
"4259996134423","F","Probation officer","0","53","3179.1300000000006","59.983584905660386","0"
"630441765090","F","Corporate investment banker","0","87","5811.5","66.79885057471265","0"
"3560697798177746","M","Learning mentor","0","78","3722.0999999999995","47.71923076923076","1"
"371284424780634","M","Doctor, general practice","0","45","7010.65","155.79222222222222","0"
"4457732997086323466","M","Immigration officer","0","69","6102.02","88.43507246376812","0"
"4769426683924058915","F","Mining engineer","0","95","5290.9800000000005","55.69452631578948","1"
"5540636818935089","M","Geoscientist","0","59","3163.0699999999997","53.61135593220339","0"
"30501624614310","F","Magazine features editor","0","46","4306.43","93.61804347826087","0"
"2266735643685262","M","Curator","0","52","5571.789999999999","107.14980769230768","3"
"4777065439639721","M","Oceanographer","0","73","6600.829999999999","90.42232876712328","0"
"346208242862904","F","Pharmacist, hospital","0","33","2636.37","79.89","0"
"4449530933957323","F","Occupational psychologist","0","109","7439.74","68.25449541284404","0"
"4800395067176717","M","Research scientist (maths)","0","74","4868.450000000001","65.78986486486488","0"
"4917187576956394","M","Psychotherapist, child","0","67","4946.61","73.83","0"
"3559679414981506","F","Theme park manager","0","35","4379.64","125.13257142857144","1"
"341546199006537","M","Administrator, education","0","65","3654.6899999999996","56.22599999999999","1"
"6538441737335434","F","Energy manager","0","38","1879.48","49.46","0"
"4500002361389","M","Music tutor","0","91","6262.73","68.82120879120879","1"
"30181367542315","F","Local government officer","1","33","1500.0900000000001","45.45727272727273","0"
"4600155880464","M","Administrator, arts","1","32","1620.28","50.63375","1"
"4990494243023","M","Energy engineer","1","89","5120.29","57.53134831460674","0"
"6538441737335434","F","Energy manager","1","42","2162.84","51.49619047619048","0"
"6597888193422452","M","Chief Technology Officer","1","88","5315.669999999999","60.4053409090909","0"
"4640395708703","F","Community education officer","1","84","5768.7","68.675","0"
"6011603272871604","M","Field seismologist","1","46","2782.37","60.486304347826085","0"
"3596217206093829","F","Camera operator","1","82","6142.400000000001","74.90731707317074","0"
"3568255211412877","M","Biomedical engineer","1","70","4185.259999999999","59.78942857142856","0"
"3531129874770000","F","Scientist, marine","2","85","11121.470000000001","130.84082352941178","2"
"4550599031376731","F","Press photographer","2","84","5777.19","68.77607142857143","2"
"6011934240159560","M","Loss adjuster, chartered","2","37","3212.1600000000003","86.81513513513514","0"
"377113842678100","M","Insurance risk surveyor","2","75","5106.880000000001","68.09173333333335","0"
"4005676619255478","M","Herbalist","2","69","5253.82","76.1423188405797","1"
"6011382886333463","M","General practice doctor","2","36","2398.93","66.63694444444444","2"
"6011652924285713","F","Tax inspector","2","78","6517.67","83.5598717948718","2"
"2512312531485080","M","Producer, radio","2","45","1825.75","40.57222222222222","0"
"340103199302564","F","Arboriculturist","2","50","4098.92","81.97840000000001","1"
"4412720572684931","M","Psychiatrist","2","32","3213.5299999999997","100.42281249999999","0"
"3562679455732797","F","Maintenance engineer","2","53","2849.26","53.75962264150944","0"
"2720012583106919","M","Volunteer coordinator","2","89","7509.47","84.37606741573035","0"
"4687263141103","F","Economist","2","14","2057.8999999999996","146.9928571428571","2"
"6528911529051375","F","Neurosurgeon","2","45","2919.81","64.88466666666666","0"
"2222157926772399","F","Investment banker, operational","2","13","913.41","70.26230769230769","0"
"30082025922891","F","Pilot, airline","2","79","5093.169999999999","64.47050632911392","0"
"2284059275940012","M","Sub","3","25","1298.49","51.9396","0"
"375248307838179","M","Accounting technician","3","80","5589.490000000001","69.86862500000001","0"
"348379466427142","M","Database administrator","3","54","6519.59","120.73314814814815","1"
"3501942333500073","F","Counselling psychologist","3","38","2147.7400000000002","56.51947368421053","0"
"213114122496591","M","Music tutor","3","33","2738.37","82.9809090909091","0"
"30238755902988","F","Press sub","3","79","5234.71","66.26215189873417","0"
"4992346398065154184","M","Audiological scientist","4","103","6955.19","67.52611650485437","0"
"30199621383748","F","Sub","4","48","5960.46","124.17625","0"
"38947654498698","F","Copywriter, advertising","4","49","3279.25","66.9234693877551","0"
"4646845581490336108","F","Film/video editor","4","62","7979.370000000001","128.69951612903228","0"
"3535808924394848","M","Radio broadcast assistant","4","54","4410.24","81.6711111111111","0"
"348379466427142","M","Database administrator","4","52","2887.27","55.52442307692308","0"
"6011382886333463","M","General practice doctor","5","51","2709.79","53.13313725490196","0"
"676281772837","F","Editor, commissioning","5","85","5511.289999999999","64.83870588235293","0"
"3513618443244549","F","Financial adviser","5","82","5687.879999999999","69.36439024390243","0"
"3589255887819806","M","Press photographer","5","63","4213.92","66.88761904761905","0"
"5359543825610251","M","Engineer, drilling","5","60","3678.2799999999997","61.30466666666666","0"
"5596347693144598","M","Engineer, petroleum","5","76","4556.21","59.95013157894737","0"
"4904681492230012","F","Comptroller","5","79","5358.29","67.82645569620253","0"
"6011706277606006","M","Therapist, music","5","31","1830.22","59.03935483870968","0"
"180046165512893","F","Engineer, biomedical","5","63","4721.34","74.94190476190477","0"
"3566875419572867","M","Transport planner","6","37","3282.8300000000004","88.72513513513515","0"
"3536918668124647","F","Science writer","6","22","1100.17","50.00772727272727","0"
"4855488158131690372","M","Agricultural consultant","6","68","5568.57","81.89073529411765","0"
"4635330563105903","F","Chartered accountant","6","21","1726.1100000000001","82.19571428571429","0"
"213161231269724","F","Physiological scientist","6","77","7776.73","100.99649350649351","0"
"375904527651269","M","Nurse, mental health","6","40","1880.73","47.01825","0"
"180046765320457","M","Building control surveyor","6","46","3309.32","71.94173913043478","0"
"501802953619","M","Call centre manager","6","70","4805.21","68.64585714285714","0"
"3547574373318979","M","Psychologist, clinical","6","69","5968.93","86.50623188405798","0"
